date,city_code,plans,plan_revenue_crores
01-Apr-22,800008,p7,0.35
01-Apr-22,641001,p7,0.35
01-Apr-22,160017,p7,0.47
01-Apr-22,122001,p7,0.17
01-Apr-22,492001,p7,0.13
01-Jun-22,400001,p7,0.26
01-Jun-22,110001,p7,0.44
01-Jun-22,700001,p7,0.4
01-Jun-22,560001,p7,0.64
01-Jun-22,600001,p7,0.4
01-Jun-22,500001,p7,0.22
01-Jun-22,411001,p7,0.18
01-Jun-22,380001,p7,0.16
01-Jun-22,302001,p7,0.24
01-Jun-22,226001,p7,0.12
01-Jun-22,800008,p7,0.07
01-Jun-22,641001,p7,0.06
01-Jun-22,160017,p7,0.07
01-Jun-22,122001,p7,0.02
01-Jun-22,492001,p7,0.04
01-Jul-22,400001,p7,0.45
01-Jul-22,110001,p7,0.42
01-Jul-22,700001,p7,0.27
01-Jul-22,560001,p7,0.49
01-Jul-22,600001,p7,0.44
01-Jul-22,500001,p7,0.27
01-Jul-22,411001,p7,0.2
01-Jul-22,380001,p7,0.32
01-Jul-22,302001,p7,0.11
01-Jul-22,226001,p7,0.09
01-Jul-22,800008,p7,0.08
01-Jul-22,641001,p7,0.14
01-Jul-22,160017,p7,0.05
01-Jul-22,122001,p7,0.07
01-Jul-22,492001,p7,0.05
01-Aug-22,400001,p7,0.61
01-Aug-22,110001,p7,0.75
01-Aug-22,700001,p7,0.55
01-Aug-22,560001,p7,0.67
01-Aug-22,600001,p7,0.36
01-Aug-22,500001,p7,0.44
01-Aug-22,411001,p7,0.11
01-Aug-22,380001,p7,0.22
01-Aug-22,302001,p7,0.07
01-Aug-22,226001,p7,0.18
01-Aug-22,800008,p7,0.13
01-Aug-22,641001,p7,0.2
01-Aug-22,160017,p7,0.08
01-Aug-22,122001,p7,0.07
01-Aug-22,492001,p7,0.03
01-Sep-22,400001,p7,0.47
01-Sep-22,110001,p7,0.41
01-Sep-22,700001,p7,0.69
01-Sep-22,560001,p7,0.44
01-Sep-22,600001,p7,0.34
01-Sep-22,500001,p7,0.28
01-Sep-22,411001,p7,0.54
01-Sep-22,380001,p7,0.35
01-Sep-22,302001,p7,0.19
01-Sep-22,226001,p7,0.17
01-Sep-22,800008,p7,0.1
01-Sep-22,641001,p7,0.07
01-Sep-22,160017,p7,0.15
01-Sep-22,122001,p7,0.07
01-Sep-22,492001,p7,0.05
01-Jan-22,400001,p8,1.39
01-Jan-22,400001,p9,0.7
01-Jan-22,400001,p10,0.52
01-Jan-22,110001,p8,1.15
01-Jan-22,110001,p9,0.72
01-Jan-22,110001,p10,0.29
01-Jan-22,700001,p8,0.97
01-Jan-22,700001,p9,0.69
01-Jan-22,700001,p10,0.14
01-Jan-22,560001,p8,1.0
01-Jan-22,560001,p9,0.63
01-Jan-22,560001,p10,0.25
01-Jan-22,600001,p8,0.78
01-Jan-22,600001,p9,0.39
01-Jan-22,600001,p10,0.1
01-Jan-22,500001,p8,0.83
01-Jan-22,500001,p9,0.42
01-Jan-22,500001,p10,0.17
01-Jan-22,411001,p8,0.51
01-Jan-22,411001,p9,0.29
01-Jan-22,411001,p10,0.07
01-Jan-22,380001,p8,0.62
01-Jan-22,380001,p9,0.34
01-Jan-22,380001,p10,0.21
01-Jan-22,302001,p8,0.68
01-Jan-22,302001,p9,0.34
01-Jan-22,302001,p10,0.14
01-Jan-22,226001,p8,0.38
01-Jan-22,226001,p9,0.25
01-Jan-22,226001,p10,0.13
01-Jan-22,800008,p8,0.53
01-Jan-22,800008,p9,0.21
01-Jan-22,800008,p10,0.11
01-Jan-22,641001,p8,0.15
01-Jan-22,641001,p9,0.09
01-Jan-22,641001,p10,0.04
01-Jan-22,160017,p8,0.14
01-Jan-22,160017,p9,0.06
01-Jan-22,160017,p10,0.06
01-Jan-22,122001,p8,0.14
01-Jan-22,122001,p9,0.06
01-Jan-22,122001,p10,0.06
01-Jan-22,492001,p8,0.09
01-Jan-22,492001,p9,0.05
01-Jan-22,492001,p10,0.04
01-Feb-22,400001,p8,1.61
01-Feb-22,400001,p9,1.01
01-Feb-22,400001,p10,0.4
01-Feb-22,110001,p8,1.32
01-Feb-22,110001,p9,0.49
01-Feb-22,110001,p10,0.33
01-Feb-22,700001,p8,1.23
01-Feb-22,700001,p9,0.61
01-Feb-22,700001,p10,0.46
01-Feb-22,560001,p8,1.76
01-Feb-22,560001,p9,0.71
01-Feb-22,560001,p10,0.53
01-Feb-22,600001,p8,1.7
01-Feb-22,600001,p9,0.85
01-Feb-22,600001,p10,0.64
01-Feb-22,500001,p8,0.81
01-Feb-22,500001,p9,0.35
01-Feb-22,500001,p10,0.35
01-Feb-22,411001,p8,0.89
01-Feb-22,411001,p9,0.39
01-Feb-22,411001,p10,0.39
01-Feb-22,380001,p8,0.6
01-Feb-22,380001,p9,0.3
01-Feb-22,380001,p10,0.06
01-Feb-22,302001,p8,0.3
01-Feb-22,302001,p9,0.22
01-Feb-22,302001,p10,0.04
01-Feb-22,226001,p8,0.65
01-Feb-22,226001,p9,0.37
01-Feb-22,226001,p10,0.09
01-Feb-22,800008,p8,0.34
01-Feb-22,800008,p9,0.15
01-Feb-22,800008,p10,0.04
01-Feb-22,641001,p8,0.33
01-Feb-22,641001,p9,0.18
01-Feb-22,641001,p10,0.15
01-Feb-22,160017,p8,0.18
01-Feb-22,160017,p9,0.09
01-Feb-22,160017,p10,0.04
01-Feb-22,122001,p8,0.18
01-Feb-22,122001,p9,0.16
01-Feb-22,122001,p10,0.08
01-Feb-22,492001,p8,0.11
01-Feb-22,492001,p9,0.06
01-Feb-22,492001,p10,0.06
01-Mar-22,400001,p8,1.28
01-Mar-22,400001,p9,0.55
01-Mar-22,400001,p10,0.37
01-Mar-22,110001,p8,1.46
01-Mar-22,110001,p9,0.81
01-Mar-22,110001,p10,0.32
01-Mar-22,700001,p8,1.77
01-Mar-22,700001,p9,0.89
01-Mar-22,700001,p10,0.67
01-Mar-22,560001,p8,1.24
01-Mar-22,560001,p9,0.62
01-Mar-22,560001,p10,0.31
01-Mar-22,600001,p8,0.74
01-Mar-22,600001,p9,0.37
01-Mar-22,600001,p10,0.37
01-Mar-22,500001,p8,0.87
01-Mar-22,500001,p9,0.48
01-Mar-22,500001,p10,0.29
01-Mar-22,411001,p8,0.88
01-Mar-22,411001,p9,0.44
01-Mar-22,411001,p10,0.11
01-Mar-22,380001,p8,0.77
01-Mar-22,380001,p9,0.39
01-Mar-22,380001,p10,0.39
01-Mar-22,302001,p8,0.37
01-Mar-22,302001,p9,0.26
01-Mar-22,302001,p10,0.05
01-Mar-22,226001,p8,0.43
01-Mar-22,226001,p9,0.24
01-Mar-22,226001,p10,0.09
01-Mar-22,800008,p8,0.28
01-Mar-22,800008,p9,0.19
01-Mar-22,800008,p10,0.09
01-Mar-22,641001,p8,0.48
01-Mar-22,641001,p9,0.24
01-Mar-22,641001,p10,0.12
01-Mar-22,160017,p8,0.26
01-Mar-22,160017,p9,0.09
01-Mar-22,160017,p10,0.09
01-Mar-22,122001,p8,0.12
01-Mar-22,122001,p9,0.07
01-Mar-22,122001,p10,0.05
01-Mar-22,492001,p8,0.11
01-Mar-22,492001,p9,0.06
01-Mar-22,492001,p10,0.04
01-Apr-22,400001,p8,1.53
01-Apr-22,400001,p9,0.85
01-Apr-22,400001,p10,0.51
01-Apr-22,110001,p8,1.23
01-Apr-22,110001,p9,0.55
01-Apr-22,110001,p10,0.41
01-Apr-22,700001,p8,1.31
01-Apr-22,700001,p9,0.58
01-Apr-22,700001,p10,0.44
01-Apr-22,560001,p8,1.51
01-Apr-22,560001,p9,0.45
01-Apr-22,560001,p10,0.6
01-Apr-22,600001,p8,0.86
01-Apr-22,600001,p9,0.49
01-Apr-22,600001,p10,0.49
01-Apr-22,500001,p8,0.71
01-Apr-22,500001,p9,0.4
01-Apr-22,500001,p10,0.24
01-Apr-22,411001,p8,1.3
01-Apr-22,411001,p9,0.81
01-Apr-22,411001,p10,0.16
01-Apr-22,380001,p8,0.62
01-Apr-22,380001,p9,0.53
01-Apr-22,380001,p10,0.18
01-Apr-22,302001,p8,0.42
01-Apr-22,302001,p9,0.19
01-Apr-22,302001,p10,0.14
01-Apr-22,226001,p8,0.36
01-Apr-22,226001,p9,0.27
01-Apr-22,226001,p10,0.09
01-Apr-22,800008,p8,0.39
01-Apr-22,800008,p9,0.19
01-Apr-22,800008,p10,0.16
01-Apr-22,641001,p8,0.22
01-Apr-22,641001,p9,0.13
01-Apr-22,641001,p10,0.13
01-Apr-22,160017,p8,0.29
01-Apr-22,160017,p9,0.18
01-Apr-22,160017,p10,0.11
01-Apr-22,122001,p8,0.14
01-Apr-22,122001,p9,0.1
01-Apr-22,122001,p10,0.05
01-Apr-22,492001,p8,0.11
01-Apr-22,492001,p9,0.08
01-Apr-22,492001,p10,0.05
01-Jun-22,400001,p11,7.24
01-Jun-22,400001,p12,4.4
01-Jun-22,400001,p13,1.29
01-Jun-22,110001,p11,4.42
01-Jun-22,110001,p12,2.94
01-Jun-22,110001,p13,1.18
01-Jun-22,700001,p11,4.03
01-Jun-22,700001,p12,2.55
01-Jun-22,700001,p13,0.67
01-Jun-22,560001,p11,4.34
01-Jun-22,560001,p12,2.73
01-Jun-22,560001,p13,0.48
01-Jun-22,600001,p11,4.36
01-Jun-22,600001,p12,2.25
01-Jun-22,600001,p13,0.93
01-Jun-22,500001,p11,3.19
01-Jun-22,500001,p12,2.09
01-Jun-22,500001,p13,0.55
01-Jun-22,411001,p11,2.79
01-Jun-22,411001,p12,1.71
01-Jun-22,411001,p13,0.36
01-Jun-22,380001,p11,2.67
01-Jun-22,380001,p12,1.45
01-Jun-22,380001,p13,0.57
01-Jun-22,302001,p11,2.53
01-Jun-22,302001,p12,1.55
01-Jun-22,302001,p13,0.33
01-Jun-22,226001,p11,1.24
01-Jun-22,226001,p12,0.79
01-Jun-22,226001,p13,0.12
01-Jun-22,800008,p11,1.76
01-Jun-22,800008,p12,1.18
01-Jun-22,800008,p13,0.26
01-Jun-22,641001,p11,0.89
01-Jun-22,641001,p12,0.58
01-Jun-22,641001,p13,0.14
01-Jun-22,160017,p11,0.79
01-Jun-22,160017,p12,0.5
01-Jun-22,160017,p13,0.1
01-Jun-22,122001,p11,0.61
01-Jun-22,122001,p12,0.4
01-Jun-22,122001,p13,0.12
01-Jun-22,492001,p11,0.57
01-Jun-22,492001,p12,0.39
01-Jun-22,492001,p13,0.11
01-Jul-22,400001,p11,6.03
01-Jul-22,400001,p12,4.47
01-Jul-22,400001,p13,0.89
01-Jul-22,110001,p11,6.87
01-Jul-22,110001,p12,3.95
01-Jul-22,110001,p13,1.46
01-Jul-22,700001,p11,3.82
01-Jul-22,700001,p12,2.73
01-Jul-22,700001,p13,0.68
01-Jul-22,560001,p11,5.37
01-Jul-22,560001,p12,2.77
01-Jul-22,560001,p13,1.14
01-Jul-22,600001,p11,6.86
01-Jul-22,600001,p12,3.76
01-Jul-22,600001,p13,0.66
01-Jul-22,500001,p11,4.34
01-Jul-22,500001,p12,2.71
01-Jul-22,500001,p13,0.41
01-Jul-22,411001,p11,3.36
01-Jul-22,411001,p12,2.04
01-Jul-22,411001,p13,0.51
01-Jul-22,380001,p11,2.62
01-Jul-22,380001,p12,1.43
01-Jul-22,380001,p13,0.4
01-Jul-22,302001,p11,1.66
01-Jul-22,302001,p12,1.05
01-Jul-22,302001,p13,0.39
01-Jul-22,226001,p11,2.82
01-Jul-22,226001,p12,1.82
01-Jul-22,226001,p13,0.55
01-Jul-22,800008,p11,1.12
01-Jul-22,800008,p12,0.8
01-Jul-22,800008,p13,0.32
01-Jul-22,641001,p11,1.4
01-Jul-22,641001,p12,0.93
01-Jul-22,641001,p13,0.28
01-Jul-22,160017,p11,0.7
01-Jul-22,160017,p12,0.49
01-Jul-22,160017,p13,0.17
01-Jul-22,122001,p11,1.1
01-Jul-22,122001,p12,0.7
01-Jul-22,122001,p13,0.29
01-Jul-22,492001,p11,0.5
01-Jul-22,492001,p12,0.33
01-Jul-22,492001,p13,0.07
01-Aug-22,400001,p11,5.46
01-Aug-22,400001,p12,3.84
01-Aug-22,400001,p13,1.01
01-Aug-22,110001,p11,5.24
01-Aug-22,110001,p12,3.55
01-Aug-22,110001,p13,0.75
01-Aug-22,700001,p11,9.01
01-Aug-22,700001,p12,5.73
01-Aug-22,700001,p13,1.36
01-Aug-22,560001,p11,5.33
01-Aug-22,560001,p12,3.16
01-Aug-22,560001,p13,1.0
01-Aug-22,600001,p11,3.98
01-Aug-22,600001,p12,2.17
01-Aug-22,600001,p13,0.6
01-Aug-22,500001,p11,3.2
01-Aug-22,500001,p12,1.99
01-Aug-22,500001,p13,0.44
01-Aug-22,411001,p11,3.39
01-Aug-22,411001,p12,2.15
01-Aug-22,411001,p13,0.68
01-Aug-22,380001,p11,3.21
01-Aug-22,380001,p12,2.32
01-Aug-22,380001,p13,0.77
01-Aug-22,302001,p11,1.86
01-Aug-22,302001,p12,1.13
01-Aug-22,302001,p13,0.33
01-Aug-22,226001,p11,1.64
01-Aug-22,226001,p12,1.21
01-Aug-22,226001,p13,0.24
01-Aug-22,800008,p11,1.2
01-Aug-22,800008,p12,0.81
01-Aug-22,800008,p13,0.26
01-Aug-22,641001,p11,2.17
01-Aug-22,641001,p12,1.36
01-Aug-22,641001,p13,0.41
01-Aug-22,160017,p11,0.93
01-Aug-22,160017,p12,0.55
01-Aug-22,160017,p13,0.11
01-Aug-22,122001,p11,0.73
01-Aug-22,122001,p12,0.41
01-Aug-22,122001,p13,0.11
01-Aug-22,492001,p11,0.44
01-Aug-22,492001,p12,0.26
01-Aug-22,492001,p13,0.1
01-Sep-22,400001,p11,7.36
01-Sep-22,400001,p12,4.51
01-Sep-22,400001,p13,1.19
01-Sep-22,110001,p11,6.69
01-Sep-22,110001,p12,3.85
01-Sep-22,110001,p13,0.61
01-Sep-22,700001,p11,5.71
01-Sep-22,700001,p12,3.46
01-Sep-22,700001,p13,1.04
01-Sep-22,560001,p11,4.29
01-Sep-22,560001,p12,3.11
01-Sep-22,560001,p13,0.59
01-Sep-22,600001,p11,3.62
01-Sep-22,600001,p12,2.26
01-Sep-22,600001,p13,0.34
01-Sep-22,500001,p11,2.9
01-Sep-22,500001,p12,1.97
01-Sep-22,500001,p13,0.75
01-Sep-22,411001,p11,6.16
01-Sep-22,411001,p12,3.62
01-Sep-22,411001,p13,1.27
01-Sep-22,380001,p11,2.78
01-Sep-22,380001,p12,1.56
01-Sep-22,380001,p13,0.69
01-Sep-22,302001,p11,2.06
01-Sep-22,302001,p12,1.35
01-Sep-22,302001,p13,0.19
01-Sep-22,226001,p11,1.66
01-Sep-22,226001,p12,1.09
01-Sep-22,226001,p13,0.46
01-Sep-22,800008,p11,1.41
01-Sep-22,800008,p12,1.02
01-Sep-22,800008,p13,0.19
01-Sep-22,641001,p11,1.1
01-Sep-22,641001,p12,0.71
01-Sep-22,641001,p13,0.21
01-Sep-22,160017,p11,1.16
01-Sep-22,160017,p12,0.77
01-Sep-22,160017,p13,0.15
01-Sep-22,122001,p11,0.78
01-Sep-22,122001,p12,0.43
01-Sep-22,122001,p13,0.09
01-Sep-22,492001,p11,0.48
01-Sep-22,492001,p12,0.29
01-Sep-22,492001,p13,0.08
